,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
TCGA-97-8177-01A,-11.536576,-1.0411965,-17.377794,-13.027014,-4.8843613,2.8898573,5.7606373,-6.803854,9.296689,0.3943752,-3.4914434,-0.78316903,-0.5845128,-14.2963295,-3.1887794,-0.9450663,0.6242849,3.898779,5.463747,-0.47805595,3.0511775,3.2049963,6.786285,2.3572295,-9.822388,10.625726,-1.3576844,0.107666194,-6.4511566,3.1336706,-1.4299915,-10.176912,5.8274274,-3.6439233,0.46120116,-6.1479564,17.036959,-13.996452,0.4317457,-2.928952,5.8696213,-11.080338,-3.0730305,12.143416,13.08075,-7.3570585,-10.334023,-0.30753028,9.399464,6.380549,15.040593,2.4270976,-10.30063,3.5758743,6.6359625,8.807388,10.502527,6.9986434,10.033704,-1.1112343,-0.25952438,4.2739925,-8.933485,-1.6123669,2.3905933,-3.9293928,2.6213324,1.5434271,-8.4377985,-9.421502,-1.272379,11.921694,-10.008895,-2.865225,-12.136155,12.3992605,7.5178623,4.0430574,-7.538455,-4.675876,6.1742225,2.2751403,-8.908132,-3.8027577,-17.944365,-6.470883,-0.50350595,6.4431195,-9.759284,6.7723804,-5.066004,0.44707936,3.3925784,-4.2685394,3.2819393,-0.28113684,-4.091884,-4.2305074,4.8584146,-0.80110025
TCGA-J2-A4AG-01A,-7.429498,-6.7756057,6.5025654,-3.7766438,0.38840732,-12.673864,4.06721,4.552534,-5.0639973,6.1106167,-9.024355,7.793595,-3.4542832,4.1323934,-16.01958,-3.6897402,5.935906,0.6772619,-13.334067,1.4868891,-4.307331,-10.474517,1.5337069,12.167921,4.8053985,-1.6016389,10.839217,-3.8756123,14.5532465,16.390303,2.782731,-8.121521,-2.8536794,-4.32234,1.232618,-6.167206,-1.9177878,-3.877108,-10.074405,-3.3134396,-10.2539425,-8.61942,-2.3978496,12.959662,0.35647708,13.0762825,10.975329,-2.563758,-8.666636,-14.4633875,8.800146,-1.3337656,16.058216,8.946958,-0.36820492,5.9087224,0.8854255,-5.665312,2.7493749,-3.6554472,-13.779093,3.676499,-12.975896,-6.2557273,-6.581652,3.947831,-4.7823386,5.0076385,-8.692987,3.5222182,-5.62506,-3.4687562,-13.95155,5.7789207,0.31321383,0.23401026,4.403696,-0.5264312,4.1525173,6.915653,2.506428,0.6707105,-7.714272,-12.5426445,2.3056688,5.135013,-4.59152,-3.3388445,-11.412812,2.9166,6.3757806,-13.1005945,17.47671,-10.324123,-5.762538,-3.1382937,6.7418447,-0.64138037,11.199476,1.3417405
TCGA-J2-8192-01A,-7.7597494,-5.197415,-2.2147963,7.2836347,4.436923,6.4463205,13.149961,-9.640303,-6.4645834,-9.261248,-9.6488905,4.4679966,-5.0639906,-2.4392695,1.1486217,-13.730719,8.390516,-5.1920075,11.115357,-4.3335395,-9.553202,-11.871218,18.900055,4.5154448,0.9835041,10.105727,11.440828,5.5680947,-3.3234546,5.328418,-17.64585,-6.9428577,4.9436345,-5.7524805,-6.6037164,4.2583323,-5.008765,5.2988014,6.431398,-3.3259199,-4.7402153,1.2084856,8.514947,6.338291,-1.3278108,-11.183147,0.5291192,10.228566,-1.8053907,-6.976611,3.9104784,6.7921906,9.602237,4.787793,7.179308,1.7613271,10.962552,5.583357,5.3470993,0.77972984,-14.437641,11.102506,4.6811404,-1.700313,-15.7357855,6.331582,6.135377,-6.1085234,-4.0991445,-3.3644812,-7.681519,-17.327173,-18.422039,-10.337951,-9.568641,1.2620968,1.084763,0.3622489,-6.068211,6.3242326,6.047334,5.250827,-14.057504,3.094351,-12.645177,-3.6336432,-3.3413694,1.3270708,-15.645201,8.739061,-12.719671,-10.125722,-1.0482342,3.3776655,2.204042,6.074928,2.497276,-15.736178,-13.417944,4.4238334
TCGA-44-7672-01A,1.8834527,4.9454374,0.70331514,4.603652,2.2198992,-20.924963,3.4215,-16.0301,-5.5873837,-2.3113625,-11.37955,-9.906475,-1.6121165,1.0627189,-15.51294,5.060755,11.701629,-6.943105,-2.4357922,13.543027,-11.629724,-0.5001994,4.9900146,-1.5698894,-3.5231276,-1.9115869,8.079445,0.12194465,-5.1054077,5.817669,1.518436,0.29827338,-1.6849236,5.4081693,-5.4393296,3.1995676,-3.2816901,-6.9505525,4.153541,-5.345678,-1.0578599,2.6540523,-8.035525,21.013414,-0.25594842,-3.0061095,3.4637694,3.0628319,-1.4844049,-2.83037,10.279098,10.222147,-1.637988,-3.2309093,7.439069,11.237759,9.917159,0.04964089,4.494314,7.2030582,-15.5180435,1.2776932,-2.01541,0.82203835,1.0100065,5.271802,5.1812897,3.1045842,-5.855766,11.407854,-7.9537086,2.0376475,-12.127428,10.345594,-10.608119,10.921991,10.10817,10.811967,9.270782,22.747562,-9.021914,-11.432236,-11.484985,-8.146057,-2.6903095,1.9569653,-1.0240471,-6.3268924,-14.498466,0.5860326,-9.041937,-5.843284,12.156416,7.202901,-4.5030785,2.5057755,-2.3202732,-8.467783,-2.758465,3.5846243
TCGA-49-AAR4-01A,-6.0488186,-2.2568038,16.242407,4.003019,5.5541534,-4.1533847,9.244962,12.124013,3.1123877,-6.879918,-2.009878,5.687869,3.877118,14.022042,0.101769745,-2.8481374,5.4722004,3.3928056,2.533075,7.8356557,-10.048143,-11.252789,-0.75526386,-3.7589006,-4.4672365,-3.887527,5.6861577,-9.680975,3.658602,13.698559,-16.066147,3.3436434,5.9964104,-3.4896946,1.4957203,6.27458,-17.33285,4.4657536,6.1749744,-5.1813116,-1.9713038,-12.626035,-7.4699655,-3.8946981,-1.7316307,-3.1640744,7.1584187,-2.5837572,-7.294291,-1.5521576,-6.551383,10.501431,14.912281,-4.259381,-7.080044,2.0745497,-0.429605,2.9755468,2.4269826,-3.1964324,-4.236815,-7.001463,4.59336,-6.08954,-3.4352837,6.600094,5.7158103,-0.8164973,-1.5875477,3.5181723,5.10119,-22.74818,-10.015653,1.3816413,7.700329,-15.420085,3.3928957,6.6144156,-8.616838,12.015342,4.3382215,-5.407149,-5.04381,1.5401745,3.4110506,-5.698825,-7.1288686,0.0930992,1.7903666,-2.592361,-5.5372877,-1.0210074,3.142311,-2.1311793,-7.901431,-10.553832,19.443045,-18.158413,-6.426762,-2.4929261
TCGA-49-4488-01A,2.6035004,-5.589053,-0.95058256,1.6375804,5.087373,2.7079177,4.2675633,-10.962746,0.925127,-6.5015206,-12.593956,17.785847,-0.8229869,6.8348384,4.862783,-6.9280167,8.4405985,10.857883,-8.948706,-1.1011267,-21.69849,-12.745307,-2.8273003,3.2291026,2.9106152,3.9137459,-2.7478116,-13.731129,3.2032635,12.794452,-12.558346,-0.067131445,8.748375,-10.621102,-1.3439398,11.713781,-3.6500835,-5.0897155,-3.6159797,-9.078203,-12.442055,-0.8167815,-11.071919,10.597847,-8.029591,5.189233,8.470304,-1.817987,-7.0013905,0.8615637,0.47962227,-7.486369,8.079402,15.406358,10.373688,6.0012436,-3.178026,-1.5112246,14.050618,0.57476854,-8.601467,1.7590218,5.723435,-6.051338,-13.535452,1.9425225,-1.5761608,-9.642319,0.16096139,-2.4170353,-5.782659,-8.805929,4.241027,7.791185,2.6047564,-2.91797,-10.353815,2.5636766,6.084808,1.1115181,-6.7722797,-11.792396,-18.356243,-2.8302095,5.8921065,-6.9372845,-7.5100517,-2.1358614,-8.114017,-1.5873183,1.1001058,-1.1469586,4.24421,-6.433492,-6.954872,21.85502,3.3308637,-7.1691413,-9.845704,3.5416012
TCGA-50-5946-01A,-2.6012392,-10.525177,9.167381,8.949883,-2.0138595,10.148918,6.163285,-1.2436996,4.390098,-14.591484,4.4004087,10.586966,5.767577,15.93905,8.719418,-4.304391,-0.4751056,5.9421067,-2.8788161,-5.1869307,-10.5864935,-8.7242565,-2.4940248,2.379092,9.530314,-2.8794992,4.7157273,0.73408496,14.1336565,1.5841764,-0.25725862,7.0014052,1.1666875,-15.919568,-9.792407,17.227665,-9.630647,-3.2366157,-1.8859093,-7.8205833,-12.342797,7.8519993,0.116597705,-1.485018,-1.5997977,7.5159006,-0.6073396,2.751739,-10.854895,6.2810483,-5.487663,-3.6447206,17.026983,-2.252352,-2.0483873,-0.1037841,1.850114,-2.0983465,-0.22649811,-5.7091966,1.4435898,1.794481,-2.9473503,-6.426383,-18.747429,5.4002604,-3.7109547,-14.939082,4.313682,-13.389391,-3.166414,-13.405774,8.049659,2.0478535,4.848032,-19.01613,4.8038225,1.6808745,3.5140142,4.8200145,-6.2552786,-1.8784783,-12.524714,-6.688398,11.553625,1.3404881,-13.284939,5.457592,0.105715565,-0.58153385,-5.5039883,-3.3944252,-11.588758,-15.587057,5.532608,12.308666,3.0716956,-4.75886,-9.291861,-2.0660305
TCGA-05-4424-01A,-7.5491962,0.8146674,5.14453,9.182858,-2.5997121,5.7169147,-2.1181626,-1.8555347,13.690935,-18.137646,12.240465,4.9352794,1.496398,0.02304633,-5.5362124,-2.669759,11.594097,-7.257767,0.7943813,-5.214561,6.091054,2.0255358,1.4285687,1.8283554,0.1837955,-1.6847988,-4.907891,7.1994076,2.9802716,6.547192,4.4032407,-5.750171,11.705933,9.566869,-16.307997,0.5046908,11.097896,-3.689817,11.944467,2.7507503,0.5116662,3.9042363,-0.57472044,6.1871047,15.594165,1.9774207,-9.032132,-2.870533,12.325219,0.3462797,5.00288,10.367042,-14.924105,-16.7019,1.4208318,6.533249,11.108425,-6.8935747,-8.255877,-0.32153627,18.061823,3.2217858,-10.33209,-1.8983989,3.9096575,-4.478873,-8.316559,-1.7339107,4.6765313,-16.636137,0.3319255,9.858044,-2.6317406,-13.7837105,-8.895955,-0.041305106,-4.7016134,5.2500134,5.7533355,-7.286438,4.6646996,19.474798,-10.69879,-5.354993,-14.006168,5.602436,-0.080026835,7.0227475,-1.5960102,-2.4451082,-1.5807914,5.78304,-0.04459738,-7.5167375,2.1493077,0.6500914,-14.420548,2.8573253,3.711903,-15.862002
TCGA-55-8616-01A,-10.545586,-15.945844,12.724464,-14.7346525,-2.8079133,4.766602,9.645012,11.446008,9.547245,4.8338766,7.212426,24.423716,-11.918881,0.21940221,-4.366485,-4.332778,-4.327114,-4.9007316,-10.14682,-3.8981223,0.08694947,-2.4149113,11.787133,8.670415,-11.451785,-6.521042,2.524392,-1.2355165,18.526611,7.341297,2.2577748,9.625063,-2.518745,5.362586,-0.0557162,-0.8856289,7.334219,8.435868,3.694788,-7.6142244,2.5696683,-8.603164,-3.6448362,6.722997,11.639938,-6.220499,-7.1456957,-1.6728671,11.015457,-9.206604,-12.111044,-8.436108,-7.7785068,-4.25194,-9.169796,12.333641,-3.6446817,0.39319062,5.5815077,-2.9928644,11.42131,7.1578097,-12.459702,-15.493226,-3.9676654,-0.15044022,1.2982655,19.722704,-6.9794087,-8.629614,-1.276073,-5.322518,-8.94779,-2.514306,-11.051451,-4.045891,-14.916217,2.591298,-8.2769375,-14.698417,2.11834,15.68637,-6.337691,13.46472,-3.5621367,-4.716119,7.595861,9.568769,2.4096568,0.10025702,-7.6863146,11.340476,-10.4689045,5.748892,-6.0812283,-9.216334,12.939623,-0.69879013,4.3157525,-10.659663
TCGA-64-5815-01A,-10.479388,6.694083,0.1171705,12.259147,3.002637,2.6528084,-5.894792,-11.360189,-8.470557,7.223326,-7.3368235,-4.2188897,1.31807,3.0089762,-12.640843,3.3280246,8.232549,2.8301086,6.9887004,-2.7826836,-7.8810067,8.881814,4.268668,-2.8712611,-5.091561,-3.7200685,3.6105788,9.854441,2.3267713,14.2989435,-0.6994835,-5.345104,3.6014485,6.864159,-10.292126,-0.09410542,-1.3588315,-7.2553267,2.813571,7.181962,5.2631626,0.5153553,-5.4929748,12.731463,-8.75372,-8.916212,-0.95080733,-6.374427,4.9021974,1.7531179,7.857343,-1.7371991,16.960955,4.1125536,2.9201882,8.288231,3.8496015,0.30734673,18.495916,0.5036641,-15.976032,0.47758737,-0.14375429,11.004931,-6.958863,-15.072548,4.393703,14.242599,-6.1752086,-0.69160914,0.8194141,1.9009734,-3.4987721,2.4534156,-5.3149652,11.421984,10.761423,-1.3693132,-2.5840409,15.240487,2.7162302,-9.979678,3.6385057,-1.4592892,-14.949328,4.803243,-3.7686908,-12.063357,-20.820118,-3.7771907,-7.815333,-13.196352,-4.617755,-7.6901937,-0.07814178,4.0931478,11.895591,-6.35806,-5.672181,2.742652
TCGA-55-6978-01A,-6.28165,9.276831,-3.1172035,15.91445,0.28508306,-2.76209,-5.566108,-10.236002,-0.04313339,-6.9143667,-6.0400977,-4.4102993,9.673132,0.68518823,-9.031802,-1.1430924,6.2685995,6.706227,2.0287814,1.1013812,-0.60013443,2.7572856,2.4526396,-7.1077485,-3.5322864,-7.0229807,-2.8527138,10.877009,-5.4328656,0.78056455,-17.073254,-15.550259,10.6208515,-1.8168777,-3.0352056,7.0674314,-8.762602,-9.497967,-0.44766584,-5.6854835,2.866704,0.78339076,-4.147373,14.15996,0.33801293,-16.647596,-10.669583,-2.445222,3.6552212,15.873583,12.931421,2.2166927,1.0513712,-10.315692,-6.4419937,5.9170876,7.16509,17.27757,3.335258,6.3536153,-18.05886,0.7269328,-4.382848,9.523962,-2.0332065,0.71921724,-6.4450216,-4.3838916,0.14637503,-0.67530066,1.5353881,11.104974,-6.891634,-0.37053868,4.2175736,-4.923413,14.693366,3.4531164,-4.207909,6.019025,-0.9756441,2.5725012,-10.826863,-9.458917,-8.589958,7.831908,-12.477462,7.448852,-2.4760418,-8.1121435,-6.4763656,-7.105415,-1.9423091,-5.808742,9.730113,-3.4387326,-0.45840314,-12.81054,-7.1199245,6.597877
TCGA-75-6211-01A,2.9874833,-2.1283739,1.4064207,-2.3688517,2.9638958,-6.565267,22.161537,-12.553071,8.776863,-0.9261249,7.2889857,-3.0548813,5.3974495,-5.571446,17.87895,-6.648572,9.216531,-0.3069126,-14.548873,3.1057158,-1.3492751,-24.350271,-12.90317,-13.295708,-2.1853473,5.4260817,-2.0324576,-8.844648,-1.8124192,-1.391249,3.653494,6.532223,-8.629175,-22.129217,-1.1435958,-2.8211713,-9.38378,-11.845265,4.413067,-7.777831,1.2271434,9.511093,3.779237,13.742018,7.240201,3.8031244,-10.502225,5.0372763,0.34980255,0.84498024,5.99961,1.228471,0.20573708,15.525606,0.5560508,5.3140607,-8.455911,8.612111,3.3394613,-2.5306177,-3.2026904,6.4681616,5.637408,-0.5345758,-9.382613,-0.0101694865,6.057249,-4.8544674,-11.46691,-13.824572,-6.2664795,-4.123291,12.680755,-7.47108,-10.547474,-0.40543848,7.1391563,7.9964147,8.090768,4.4654512,-16.392452,-1.4746941,-11.422308,-11.726633,9.090181,-8.727249,-8.411456,-4.2671113,6.8708425,-7.522466,-20.037022,-8.4615555,3.416011,0.8361993,-0.64299583,14.962428,-8.299945,-12.183679,3.23962,-4.617473
TCGA-97-7547-01A,8.091651,-5.4386077,2.3076532,-8.548572,1.342587,-0.7128861,6.948389,-16.041994,14.825278,4.2916284,1.4802121,-5.3159475,0.45251164,-4.592404,-7.865021,8.4846,1.0598115,-7.249983,2.5355215,12.730486,-16.510565,-2.3021474,11.480615,-4.7947536,1.7920072,2.626005,-0.006296411,2.4077926,-4.475982,-8.595306,8.262092,4.257609,-4.2151227,-7.308866,7.1494856,-10.994671,9.10351,11.1193905,1.6480553,2.2571077,10.578907,-0.4672447,5.7073936,7.679533,-2.2424328,-5.7215853,-1.2366534,2.1487398,-1.6215156,0.85108995,12.04197,6.7524996,0.78233993,0.34657508,16.283691,9.245469,-1.2797326,-0.22090429,-6.2304664,-1.6745558,1.4822766,1.1103201,-6.5472236,2.9353623,-3.3437624,-0.15026881,-1.6580278,-3.1135943,-2.7025564,-1.8092473,-8.479668,-12.850348,6.0004134,7.1603074,-29.336426,20.294836,2.9588006,-4.2137947,2.786933,0.63677555,7.446844,-20.055513,-0.34482485,2.8246758,2.9334257,-10.024366,19.362005,1.9402393,-16.95811,19.380009,-3.9979286,11.854143,-2.5087528,-5.451106,5.830732,15.626209,-7.4192514,-2.202184,9.0858755,2.2645302
TCGA-49-4490-01A,1.2181405,-10.79563,2.1767704,-4.686353,4.6737347,6.662778,3.79817,0.033044375,7.0950823,-5.3800597,0.097240016,17.463865,0.42412615,-7.4460177,1.7633673,-9.339061,-6.634152,-13.97521,-0.17181,0.53438795,8.181984,-3.458441,10.158289,13.6673155,-4.4243956,4.6208863,0.29130134,4.9120483,0.017741269,15.567327,5.657405,-4.2436733,0.3142987,2.9078956,-7.889697,-6.943873,12.868326,6.451031,8.399943,10.146868,2.5212452,5.9728465,-2.8314013,18.841898,16.941486,-4.175205,-11.063047,-1.9123926,7.932126,2.0288177,11.113106,1.3696061,-15.791285,-9.366336,5.630101,12.546579,7.8193374,-1.0346024,-4.0445585,-6.038023,5.69574,14.501289,-13.594091,0.4554377,9.575597,3.1807718,-10.995302,-0.87334764,-3.7454138,-6.136847,-6.8115306,-3.7565677,3.109431,-5.4345274,-15.723142,6.8444605,-15.758284,4.0009394,6.7200556,-8.904854,17.489471,8.43038,-9.174037,2.1017253,-8.065947,11.037364,0.13913293,10.343247,-6.896735,3.6877308,6.5084553,-5.6137066,7.7624993,-4.705099,3.7987127,1.7013663,-3.7668135,5.6857376,-2.584369,9.344342
TCGA-95-8039-01A,-9.2469425,2.8869264,2.231275,3.493236,5.633433,13.451128,-9.203008,5.160427,-2.6448357,-23.292282,2.5996108,14.154626,-3.0815802,6.142496,-8.901377,2.3377159,-2.3231354,-1.9203653,19.61232,-0.8928299,-2.9153905,-1.5367113,1.4418904,4.9296,11.289364,-3.412166,-2.32257,3.540722,4.5040545,7.054638,-11.347618,-11.937497,9.3861685,3.183895,-3.9350257,5.1246696,4.0176835,5.628577,-2.8924491,-1.3969036,-10.344495,-4.719744,-5.7202783,1.4659011,0.9277466,-12.6558075,7.947309,-2.2913558,-2.2195218,1.5387977,12.139288,6.651319,9.847083,-1.2841684,14.0685005,7.161137,-1.2747988,-0.0739506,1.402658,-2.7639215,-4.270344,-8.621642,-5.1025043,4.115986,-1.5233108,9.818578,-5.681252,-5.4102354,-2.3331194,6.750447,-3.5466826,-9.814172,-13.945246,4.1512003,-0.012583245,-9.268487,9.93633,13.879665,-5.899061,-4.77548,20.863573,-1.7430507,-11.557281,0.64583707,-4.9213448,6.732411,8.101338,1.5173595,-9.4124565,10.506473,9.952619,-3.9547927,1.8146187,-13.755457,5.5342,6.80169,9.709743,-12.623097,4.0317526,8.709285
TCGA-4B-A93V-01A,8.114166,-0.46504787,0.6041947,0.9922722,-4.8412004,1.8145106,22.95561,4.8652625,2.8039773,9.847471,-1.7108302,-1.4921546,-8.175975,-5.707271,17.017487,1.5002385,5.5278015,7.9590497,-10.528706,4.803974,3.5750446,-8.349103,-0.86016476,-9.646048,3.5377743,7.920475,5.53751,-1.4012952,7.5186024,13.579058,-3.4921372,9.19749,2.7022433,-17.026089,11.59078,-6.586094,-18.346983,1.1568866,-0.05936677,-11.796061,-2.6380293,-4.4978004,-6.3748417,3.7434785,0.99490654,-2.057854,2.7771318,3.3879008,2.4752653,-7.461106,-4.582083,0.22067161,-2.035998,18.623352,-9.87132,-1.2665933,-0.46357912,4.3204355,-0.76463604,0.4433548,13.986433,-1.9474837,0.7082481,-5.372509,-11.519454,2.0645783,10.112544,-3.1420221,5.3473845,1.7303545,2.0985227,-19.959402,-2.9007242,-4.651467,15.7421055,-22.924868,-0.057455875,1.4307475,-1.742846,-3.0773635,-16.027899,2.336248,-15.368546,2.548776,4.3334274,-0.46450025,0.07518948,-0.00059177727,10.879294,-6.466982,-5.9202175,-1.2150625,-0.26080397,9.120742,-3.6842606,-11.801894,4.6689944,-16.15072,5.004709,-10.14004
TCGA-49-6742-01A,-12.689719,1.0449861,1.4272586,8.448177,10.017737,12.714463,1.3566749,0.723738,6.35806,-5.202691,6.718017,3.2857537,9.273374,4.884458,-1.3140662,-9.033758,-6.6853347,-18.675276,-3.4266813,-5.2563233,17.220613,-4.7555265,1.8170311,-1.1165456,11.336691,5.0636783,-13.916493,5.780648,9.126226,13.028155,4.3708873,-9.003672,-7.5737476,4.180156,-9.874836,-3.08758,5.16637,0.10903649,7.340191,12.8681755,7.229251,8.368882,3.047983,14.832391,14.378379,-5.934112,5.7810583,-6.395788,7.6515894,-10.289504,12.979609,4.9932804,-10.729796,-2.9232814,4.686014,-0.21326701,2.6747613,0.63105226,-13.445659,-7.60478,9.488609,-16.07179,0.42335278,5.1075125,11.946482,3.8680463,0.53636515,5.924589,1.0343972,-6.1649055,-2.387067,-1.9923359,8.876417,-8.688753,-3.628573,-14.987983,-1.1473819,-1.8184776,-6.1441064,-6.499507,6.8842273,12.606007,-2.9783936,-5.1005793,-8.523655,14.917248,11.423264,1.87483,-0.5430226,-8.925003,-1.380068,-3.2149994,3.2880962,-10.332939,6.120993,-5.988133,-2.993538,12.416971,-3.9478443,-0.46715364
TCGA-44-A479-01A,-6.3462586,3.1269906,-2.2755477,-4.17188,-3.4771094,-24.092157,20.015333,-3.9173877,0.020434622,5.255975,0.18840364,-11.834564,4.571534,-2.861601,-1.5531151,4.2548733,12.114494,-0.28676155,-9.348004,6.8042054,6.6021986,-11.6134405,3.514232,-5.996213,-3.5422385,0.37403113,9.30219,-6.867352,4.5172677,2.9865057,11.762109,3.8793366,-5.25017,-4.644557,-4.1179323,1.8703924,-9.152564,-9.046543,1.0827869,-10.7284355,-1.9606026,1.3834488,3.088566,8.0547285,7.068084,12.450608,-1.9096373,-0.84167665,0.66474575,-9.454388,3.3806162,7.067201,1.0438654,3.8951628,-6.393422,9.353471,3.591254,-4.4126425,-2.5627153,1.8041627,-0.5457448,3.0579948,-0.8245718,-3.8710136,-1.4859891,6.454526,11.323792,-2.2781572,-2.9083083,-5.1494575,-10.164146,8.984768,-11.279104,-2.8222468,-3.0238495,1.9564126,14.12231,-2.5503082,4.2845793,13.272798,-10.701041,7.2748585,-11.288077,-10.077185,3.8062124,-4.252363,-5.618018,-1.2406323,-0.5955305,-10.622753,-5.6458464,-10.695666,10.67125,8.047421,-6.991092,0.37835324,-4.8753724,-4.40773,9.96567,-15.27126
TCGA-55-8092-01A,14.512281,7.2908716,8.986212,12.107555,-1.3877693,-6.282972,2.893734,1.5269505,0.21456468,-7.6964765,7.124897,-9.323101,2.9474392,8.961067,13.149075,10.165,9.215687,-8.624975,-1.1128067,13.059654,3.591906,-2.2198346,-5.451277,-16.943457,-14.990276,-8.78843,-8.118516,2.7801692,0.48519078,16.567915,-1.0207461,-2.6282456,-10.293219,3.5649903,-2.7336373,0.43812197,-19.64833,3.6668775,7.517885,6.991086,5.827904,2.9626274,-4.741013,12.415528,-2.704528,0.4778368,8.388904,-1.0399897,-2.6144435,-0.1556307,4.1793585,12.069353,-18.318357,-0.4849046,1.3103228,5.861914,-0.4765713,9.872196,-7.8442426,6.158795,-2.790299,-2.1704245,1.0872886,0.8925013,9.614483,4.586022,2.295009,-1.9821724,5.7699847,16.64301,-6.905283,-6.975497,-0.86668545,-2.5838418,4.4611287,-12.356051,4.6593575,18.05269,-12.375513,11.45786,-9.628243,4.749402,-4.4074636,-2.5506368,4.575988,21.588924,13.555204,-5.496469,13.565138,-5.383676,-9.832071,0.7873369,9.82118,2.0029457,-0.662211,-17.350782,2.4180305,-10.2697935,-1.8513434,-2.3191423
TCGA-55-7994-01A,10.954771,7.5922213,-2.6082368,17.227312,8.330827,13.603091,-12.904939,-0.40359116,3.673816,-6.503786,3.3708093,18.847952,5.089574,12.439155,-2.949243,-2.1350844,1.1420426,10.162564,-0.8297084,2.6523218,-2.0612354,-2.7814107,3.8359325,-16.584019,-6.05825,-6.684887,-18.1291,-4.711358,13.03182,10.003799,-18.94921,-6.0120277,0.7219512,-5.9315476,6.0296535,3.4104462,-3.3526773,8.623959,-4.721517,0.098673455,-9.928072,-6.930876,-6.8870034,4.2298894,-7.9404984,-1.9205649,10.4188175,0.09666175,-11.279633,6.3567157,-0.33163795,-5.1828027,-0.5280471,3.786403,-10.972935,4.067537,-9.18998,11.741353,8.632708,1.9791529,-5.504148,-5.2516675,0.8910529,2.7743433,4.083033,-2.7990324,-9.593469,2.6485999,9.58842,0.5299462,-3.7796984,-1.1840858,-2.8196437,11.191505,12.126635,-10.967808,-2.1228647,17.922485,-7.110878,-3.6994872,-4.347907,-6.330135,-12.90868,0.75059354,6.960852,8.680643,4.9662795,2.064128,-2.6490815,-3.9943523,6.369009,-6.7391753,1.8441174,-4.4631095,6.5623684,5.76559,4.3592916,-8.488502,-4.9602776,-2.6648164
TCGA-NJ-A7XG-01A,-4.891242,-5.4504795,19.93208,-9.822079,-10.047505,8.147343,9.719253,4.2882147,2.4318712,3.7033389,-1.5683924,11.588516,1.1720074,4.7018337,-11.398487,-2.4643972,-1.4011402,-11.208385,9.261912,2.602605,-6.529556,3.015341,9.836625,7.106406,4.241239,-10.634917,15.475794,11.273631,17.660515,7.805121,14.737567,12.508915,0.065742485,1.5838385,4.582901,-10.71248,13.258307,12.402487,-5.9617634,3.073486,-1.2025204,0.9659062,2.8499286,7.323714,-2.3129385,-4.797306,9.96613,-10.134787,2.7070675,-9.468383,12.699832,1.5625408,5.504584,-2.1929264,7.7411194,6.232588,-2.929891,-17.683622,-0.9029505,-6.247962,14.463746,-17.043385,-15.482229,-1.8050128,2.0661798,-10.702805,5.040608,3.600711,-4.185496,10.427489,-6.5878553,-15.976841,5.597099,8.65048,2.8019383,-9.708583,-2.6930652,-5.016393,-1.0984226,-15.662771,19.834995,1.7065407,1.0588416,4.147155,-8.9602375,16.972662,9.152452,4.90804,-11.888028,15.306206,12.505508,3.094314,-12.338359,-8.382712,1.360483,4.148191,9.599424,0.57381886,4.350559,6.4330707
TCGA-80-5607-01A,1.4276528,6.5106206,-8.2251,5.261996,-1.3579869,5.5797634,-1.1595972,-20.193134,2.6833768,11.830096,-5.016319,-2.8103168,1.0511035,-10.45521,-7.3919168,-5.054282,1.6133997,-2.433536,2.8085794,-3.9041445,-5.883164,11.004047,15.842671,-7.2562327,2.1672454,7.181302,-1.1734401,9.469542,-5.7433023,-0.72406,-4.1033297,-6.236775,0.009428656,-3.8253312,8.526655,-1.937781,13.577247,-12.784369,1.7532561,-6.7151575,3.7699873,-5.915779,3.6693628,10.298965,-5.471102,-10.221857,5.225014,1.0454179,2.1527143,4.461144,23.518417,0.26849735,4.7857594,4.8056216,12.854509,-3.6038015,-1.7569969,9.129784,4.119009,-1.2608056,-14.343804,-1.1803923,-1.3316054,19.448849,2.1511884,0.67173344,3.4059596,-1.529322,-5.0581517,11.334668,-0.7838258,0.012863116,0.23492064,2.3890386,-11.36385,1.9116826,13.973392,-2.1784928,-8.879797,-3.7194076,2.528847,-13.053943,-6.7577167,0.910609,-13.722639,-1.6177726,11.187559,-3.9024615,-14.009697,11.262607,1.4402049,3.7067363,-7.3984017,-5.9920006,21.166605,-2.610759,1.6234055,-3.186819,4.445972,4.571605
